2000000,1,11.00013186
2000000,2,5.925100057
2000000,3,3.982810437
2000000,4,2.897401388
2000000,5,2.871418122
2000000,6,2.934777008
2000000,7,2.890448049
2000000,8,3.189312411
2000000,9,2.862653363
2000000,10,3.012308533
2000000,11,3.045562312
2000000,12,2.93314947
2000000,13,2.915419969
2000000,14,2.940473329
2000000,15,3.041070941
2000000,16,3.032661134
2000000,17,2.863415059
2000000,18,3.018704505
2000000,19,2.92765175
2000000,20,2.965852588
2000000,21,2.921617561
2000000,22,3.006615712
2000000,23,2.94626277
2000000,24,3.168412377
2000000,25,3.008846037
2000000,26,3.169583697
2000000,27,3.001272228
2000000,28,3.024212077
2000000,29,2.933580291
2000000,30,3.034511049
2000000,1,11.04923676
2000000,2,5.686341096
2000000,3,3.841380096
2000000,4,3.039787138
2000000,5,2.935118934
2000000,6,2.934290791
2000000,7,3.025854525
2000000,8,2.986725913
2000000,9,3.084988769
2000000,10,3.039065344
2000000,11,3.004989419
2000000,12,3.030497283
2000000,13,2.979230087
2000000,14,2.932320792
2000000,15,2.850175644
2000000,16,2.995513838
2000000,17,2.833221057
2000000,18,2.969866811
2000000,19,3.065063533
2000000,20,2.943148826
2000000,21,2.998439513
2000000,22,2.989880012
2000000,23,3.01126613
2000000,24,2.993420934
2000000,25,2.954256116
2000000,26,2.969318355
2000000,27,2.962213852
2000000,28,2.917622575
2000000,29,3.038696453
2000000,30,2.910585143
2000000,1,11.02227549
2000000,2,5.960494067
2000000,3,3.819603434
2000000,4,3.032136737
2000000,5,3.054267817
2000000,6,2.905958767
2000000,7,3.044773055
2000000,8,2.867213026
2000000,9,2.908356366
2000000,10,3.00146609
2000000,11,3.007215853
2000000,12,3.005081431
2000000,13,2.900306744
2000000,14,3.02160532
2000000,15,2.956123788
2000000,16,2.973951399
2000000,17,2.934063187
2000000,18,2.933122019
2000000,19,3.001832338
2000000,20,3.071246803
2000000,21,3.108089872
2000000,22,2.973229939
2000000,23,2.888295037
2000000,24,2.955918401
2000000,25,2.97204631
2000000,26,2.959046923
2000000,27,2.922366119
2000000,28,2.969865098
2000000,29,2.965990837
2000000,30,2.923757134
2000000,1,11.14994074
2000000,2,5.568602305
2000000,3,3.78001383
2000000,4,2.945557517
2000000,5,2.995077382
2000000,6,3.049604913
2000000,7,2.97292659
2000000,8,3.10547216
2000000,9,2.900293536
2000000,10,2.967859873
2000000,11,2.984892746
2000000,12,3.010600668
2000000,13,3.15794056
2000000,14,2.895839157
2000000,15,3.031464571
2000000,16,2.961670247
2000000,17,2.864350129
2000000,18,2.982827728
2000000,19,3.037399688
2000000,20,3.046641751
2000000,21,2.877901517
2000000,22,2.959090217
2000000,23,2.899701467
2000000,24,3.078202651
2000000,25,3.081032726
2000000,26,3.090199478
2000000,27,2.834857271
2000000,28,3.013956588
2000000,29,2.982735891
2000000,30,2.99671876
2000000,1,11.30922987
2000000,2,5.668828094
2000000,3,4.10490686
2000000,4,2.990540091
2000000,5,2.91352501
2000000,6,2.914149044
2000000,7,3.166814534
2000000,8,2.997201116
2000000,9,2.935055526
2000000,10,2.91827727
2000000,11,2.884441025
2000000,12,2.979615006
2000000,13,3.031111329
2000000,14,3.050488734
2000000,15,3.105133173
2000000,16,3.019016681
2000000,17,2.993699856
2000000,18,2.933774509
2000000,19,2.949780187
2000000,20,2.968441059
2000000,21,2.865977537
2000000,22,2.947256714
2000000,23,2.979945063
2000000,24,3.089759532
2000000,25,2.815196607
2000000,26,2.952557572
2000000,27,2.817260872
2000000,28,2.843358212
2000000,29,2.993125131
2000000,30,2.982424135
2000000,1,10.83601286
2000000,2,5.590605337
2000000,3,3.909232613
2000000,4,2.925905042
2000000,5,2.937570707
2000000,6,2.940783366
2000000,7,3.011383741
2000000,8,3.384022544
2000000,9,2.952725778
2000000,10,2.784260961
2000000,11,3.013205161
2000000,12,2.942869005
2000000,13,3.095122804
2000000,14,2.996122271
2000000,15,2.958350277
2000000,16,3.055568524
2000000,17,3.095699546
2000000,18,2.976111361
2000000,19,3.031696023
2000000,20,2.999915703
2000000,21,2.958849613
2000000,22,2.932542643
2000000,23,3.045921861
2000000,24,2.9804587
2000000,25,2.930098306
2000000,26,2.921620374
2000000,27,2.903545954
2000000,28,3.011260654
2000000,29,2.933872491
2000000,30,2.964466095
2000000,1,10.96209707
2000000,2,5.770547196
2000000,3,3.712401956
2000000,4,2.842848157
2000000,5,3.09366696
2000000,6,3.003386678
2000000,7,2.988901708
2000000,8,3.150316114
2000000,9,3.091921747
2000000,10,3.062978669
2000000,11,3.152047393
2000000,12,2.973626719
2000000,13,2.998103338
2000000,14,3.10017274
2000000,15,3.060016485
2000000,16,3.104635152
2000000,17,2.977461477
2000000,18,3.042047167
2000000,19,2.942163259
2000000,20,3.024612093
2000000,21,3.114542847
2000000,22,3.075353024
2000000,23,2.986270876
2000000,24,2.868153558
2000000,25,2.937380981
2000000,26,2.968661662
2000000,27,3.155600734
2000000,28,2.955158179
2000000,29,2.914517213
2000000,30,2.903179878
2000000,1,10.91071008
2000000,2,5.804910888
2000000,3,3.898004316
2000000,4,2.941639941
2000000,5,3.066241919
2000000,6,3.062477911
2000000,7,3.033343717
2000000,8,3.081161136
2000000,9,2.929250132
2000000,10,3.013027596
2000000,11,3.050404414
2000000,12,2.907820909
2000000,13,2.991405513
2000000,14,2.879322256
2000000,15,2.95226353
2000000,16,2.917504035
2000000,17,2.948914329
2000000,18,3.038922586
2000000,19,3.012469398
2000000,20,3.030486172
2000000,21,2.903688237
2000000,22,2.964005384
2000000,23,3.038472835
2000000,24,2.987578323
2000000,25,2.953377826
2000000,26,3.019507086
2000000,27,2.946420345
2000000,28,3.029851655
2000000,29,2.920444107
2000000,30,3.122308907
2000000,1,11.42086346
2000000,2,5.915636796
2000000,3,4.035758056
2000000,4,2.977258103
2000000,5,3.166654759
2000000,6,3.029450225
2000000,7,3.082639444
2000000,8,2.92128377
2000000,9,2.977829948
2000000,10,2.985966049
2000000,11,3.030045492
2000000,12,2.943689774
2000000,13,2.965086722
2000000,14,3.004441584
2000000,15,3.095844101
2000000,16,3.100555291
2000000,17,3.021632374
2000000,18,3.138440612
2000000,19,3.015276623
2000000,20,3.047570548
2000000,21,3.098662607
2000000,22,3.016615141
2000000,23,3.070654745
2000000,24,3.133614256
2000000,25,2.950094946
2000000,26,3.125658169
2000000,27,2.97710105
2000000,28,3.045838691
2000000,29,3.12059401
2000000,30,3.086608072
2000000,1,11.24941622
2000000,2,5.876080145
2000000,3,3.92283691
2000000,4,2.924139059
2000000,5,3.011176349
